voter,txid,for,power
SP1WYMS04HEP4V5RQQ51JJ4D9S1Z15RTJ3GPR0HDK,0x5d34743e97b3c9f15277c714f7b6dd95221c5fec7496c6c716960aea2ee79cdf,true,303982000000
SP9XX1CEWA7JVG98P888VMYD4X5YBQ6H3ST516HG,0x2562412014bfcde5be7e58084f464c67ee819a0446071b0a6544aad1f6118e39,true,498000000
SP8R8AT0HS12MRKHMZ22J05DMTBDHRW9XJBKE5DG,0x689847ef5774f935758bd1c6a2edab820cad72683ce3d572f329053af03de927,true,579000000
SP3N0TH3N7BDG4WBSYV6FE2ASSAPEGWK47EEWD9TV,0x986513eb0bac134231cf1066f6e95577bb4081f64fb792fb402c59cd294199e3,true,1749000000
SP2TZE09GHARKG0B8NTT9X77QXBTQPQ2J1579T0D8,0x12e413f9aac2902816bb051ed4459feb5feff858abc108f760b968984887f514,true,49999000000
SP27Z5KCV5QGFH255ZWGMF0RVSRGZ9RTNAEE1X28,0x356ce4cdb75e3065f082b2e62bf52375d80b54c3635eeb76e076656fd9df551b,true,299000000
SP20D7NAJPTDS8AVTFE88VWQ5QQTYB29HYNEHZZGA,0xed50aa5e6de4ffe26c5301cb79300d4c309b096fb16e2fcd48bc5f57332a5f8c,true,128999000000
SP2EJSKCAD26AKPNYBQACSX9AY2JX6V27D3F9BW56,0x19b766dfaffc506f48fd62c2c907e9030fe4a8f923bdf8d39e1e74d2047dd045,true,740000000
SPP3HM2E4JXGT26G1QRWQ2YTR5WT040S5NKXZYFC,0xf880b92b162e387c4ba7bced7fbc494de7a18f10d61852c294150f8d3c56c72a,true,5399000000
SP39DC776TVRWSPSXNXCCM80APY6EBV4J1Y3HAZYJ,0xca79dae630eec22105e5ce819a223aa96b3faa60601f96adaf6384f640aeabf5,true,600049000000
SP2G67CTZDK869T8E25W3M6AAF1MNJ5GNEJVZA6A4,0x6e64dcf5b82e97a15c05dce1421a83e6455b08b5a7c0e11c424612a6d32f41a9,true,103000000
SP35MER4PHM6XGB99YDRQAK0M0JQ8F9CVF04VZ1VX,0x00dbd5315926e62fcf29222d4803443d4dcc41e67a9f166efbfbd07e9c925056,true,11999000000
SP29902VVK134BEFGP0F3QT7W2H5CFY2BVWAKSN7E,0xfbaedaecbadd396b0e43491f849286c690c214801eda8825f1a52fdf5910b1a9,true,2000000000
SP2ZRF8JCSA852P2K4ZB7RS21M43NYFKPSQ7DG1N8,0xdc3b4efdd644f2a291f5217f851563f8e67862785571d50ebc2b27a51aca93bf,true,6993000000
SP2DC8W3DB139SWGHCZ173ZRQJKY05BCXMC2KGXX7,0x7a58649ecc03e4ce143ae6650b120c48b06e9df66ad5c01820bed9838b2a740c,true,2799000000
SPF4682V9B3SNAYRTGWX6H3MWDRVM1VC4ETDC3MS,0x62f3c199fe1b0ee6db9a713282e26ea9aace4fc560c293d775a4695c965d0ba4,true,9999000000
SP10Y2X7RMBZPDH64Y49KFDPG4WK3YY6QN7XE8KHD,0xcb5c8e7ad2a51155fee1ed48bf9e251fb1539bf2875b3f8c62e614785fa4f38d,true,24005930751
SP3J9J71T02XB5C4PJJT3FZ1FASYJ4V8XMR6QY8D0,0x9620034d7ddce6a3410d719dcca63d73e058a832c0d9de4c825fbab9a3b88303,true,599000000
SP1RJC76DDEGTXEA21MNVDAV40Y4HW845C9J46RJS,0xe0f1680ed983daa208f4f0c53e34629b3c72976681ac7ee92b3118d32d261e19,true,101000000
SP22B1M07CY1TTC683V4P6VPTCCWCX21BES7DD35M,0x3a14072db68af796f7a15e0ccf91969f3125caca3be950699a48a7597929644f,true,39404300660
SP3CHC5CKZGPZ3W4Q4JASMM5ZSMD3P7TQWNSE6BQ8,0x5e4b7e919b6ddc8f2119bec977ce051a003d98d40023c97c57e4c056d91b3f1a,true,36198000000
SMX5RPBHKPF4M2WG14K8W8D9M7Y58A20N6GY9VBB,0xbe16eda8ff0dc9d726aabd730d28574a809be3ea7f4fc59509d0214456456b14,true,125000000000
SM375112TJX2XDBKV31HTS7Y96681KDSJ9VV4PQKV,0xd5a4a61768251919163d70ed0b17e1243b9382b9fa6f8039d8168fd38e9ea55c,true,150000000000
SM28MZMVW2W1PK9EGY0MWVTKKW5C8H8FGPNZY3Z6H,0x40c09fc8f40a56ffa4a477a5a8c9f91b8b849a580e90dac97310f1b7ec49c2da,true,125000000000
SMSTT1YVA10J7PFKWT9C8C4Y0TRQX14KGKQDXJX6,0x0941b7e05981cbe36f524a40047bf997fd4fb3df623253e94dbbe64991e57401,true,120000000000
SM11TJG7ZZJMERTMFZBRQF26WJBHJ1ES5TXWDEKJM,0xb06da129bf654fdbe3e3042986bea17f2293fc2d036859e9147d793dcc297ed3,true,125000000000
SM43APJS7JJXJVF53RDH8AAA1561QZ127NWG6AQX,0xe664ad4a6f223457a9cd27d33f838d9428a10709bbdb7ec96ebbfb3babfe01bd,true,19000000000000
SM4AETMATXSD8XKGV0J39JJ088XVEQXGD8287P8H,0x9ff5a426248dc98592088370382d381871fbdc302bbe61d1fefbc6a4e770e49f,true,120000000000
SM2VPH5Q2S14DY67M0NBSW6GSY47Z5WRHRWDGB0RK,0xd72c6980c46e4c3b2bab532432dfa93daec3b1b9f858d4b1f7c1e088b5beef3a,true,125000000000
SMFZTYFFXVZJNBX21ZZB0FZFTTBQT9RBNEZ5FZ01,0x7d8a010fa1024539690f56da86962a43a8b9c142cdea003d40046c62c6c2d16a,true,120000000000
SM2BMD7QNSDDZXQXXGFNPD8EGSQ69GZF2CQ8Z1XN9,0x253ba5316e8c923fb2e581aa43b4a0e14837072955d6b711565e6a3f2132deb2,true,120000000000
SM1JFZTVCX1RZCCHWMGWCZ3TY37KVEJZJKFEWP8F7,0xc9046bab41eeead77ac6b916c4818bb43731cbb535de21ab7d2e698ed46de331,true,15000000000000
SM17AB7JPYHX1BJ0NGPR8TJ8GAQ5E7R65RJPX9EM,0xe44f2b14fbf2f1e80a2fe87d55b9ccd0278613b8999afec6fe90661c94d60ebe,true,5390000000000
SM39S3W3ADQ5NP68N9R4FWMWBC1NQAS4VWXWWTZYM,0x772fee8ddaa0ad78d3e272b4bf205e91061e94333916836c99484ec6ba224eb4,true,3000000000000
SP2NHZDAMMEEASE4DKHYYCVAG8RF8PA7YHPPW40BX,0x34383c87108696b62980ba95575bad6d2f41121ed888fcbe11ae284e2d59d902,true,5199000000
SP3TA7SMY7APYR9SFKDT0527NC0GWR84S3AHEM0NE,0xe21ea78992fc21282803bbededfcd8a215341c83890a531040a790551aea9509,true,50054927941
SP2C7E0N4PNV1E55SZ0QBHHXYTHHKJ7GTD5T17JGW,0x81100751b3cfdc00716e8d34f4eb0ae0b453830f0e675906bc4645ed55db912d,true,50052337860
SP6WS2G1W2XHYXHX30PSPS25GDNB3DF7610SFZJC,0xf4b30ba2a3a19649063688fef392e5de32bee0a243ee0cdabf518504006beb91,true,140799000000
SPG34S51QV6YTZQGVRPZY9323MY4BTCFAFP1HR25,0xf89bd1db3860ae92b1d2ac696ead1c729af49329862ca2ef7dcb1e75a8c2a2ec,true,1204000000
SP37Q561WR22AXA3EC9GJDN9QGK9K97Z3H940EV9Z,0xff332cb55ca0e6b9e7ab417c052b43f7abbbb485b25261bc33b313e983a9e603,true,59999000000
SM2CDAXV570733P3K1HAF54C6D63FXQ7X24SJTHVC,0x5c2dc7b668f8d87a2b0545dd0e26afeffb69d9c5ce67cfc04fb3e7f50fbacfab,true,15000000000000
SP1G2V19PMG1HDAXZP7DY4Z59VSG2SR1BRGDZEGGG,0x0e5896916d38a201f7675bb6bde19abb1a5a66bd1548f9f3326d7f6d8f45aa09,true,238848000000
SPTF7TRK58APKSPTRFK7N66RSCWE7MZ559A0A88J,0x06409ed827b0875d8d6a24c6ece78b4e59c25c2e36ca27a0b8a37587312ae97e,true,299000000
SP1SJ7PGM3M7D7J60C39FGXJ29ES1JWVJGJ3XCX75,0x504ead937c63f2bfe790aac500218bbf079d7a3c03ea3e307fdfade45a6c54a0,true,79999000000
SP103BZSXCX2YF8HXMN8DDP5Z46DN4A0HPRDYJXDD,0xfa3a1312e5d074c8b6d261234f0f53bb3041839c3a69ec65d24c4d9b6fc7e2b1,true,100000000
SP3N4E7VQVRZVPVARD6QTYCCM3VBMDPNP53TM39AN,0x1cfeb40246c0a76797f29f3fe58863c44bda58c091a0a9a8ad8dc252faa319c2,true,76999000000
SPETRC149CY5PSKEK1K2Q160MR8YQ924GETDJRSS,0xe52371e373ad1ba353cf9e8a3e7eb953d6c7056dc0f0c4b9efa5794ff6c9466f,true,419998000000
SP3H4VWAJ9A2468RVKWCGMV33PGJC1Z8CFZZ19ZTR,0xc8ea0db9a9bd10da9fc8a9ac987b85a253149a7d9be2710c9e23735f01fb7194,true,30666000000
SP2EM86AM2AYGGNJX562AY6BDTKWXQMQVQ0T863M6,0x5be52b38bf9c1270dd6977bd60a597a1965bb47556ea5f1cfe1399e68d11b3d1,true,92490000000
SP2HCKXC6GAWMAHWH06XGJBTS7JVA6YFRJJB2PCWA,0xac40e60f38d4c8c467066861a149f9f85c0e9a11513eb565303827573624e995,true,2996000000
